lon,lat,url,datetime,avr_prediction_conf
-66.0793334,18.31107214,http://pbs.twimg.com/media/D7QPA-gX4AATTuB.jpg,2019-05-23 15:02:31.691217,0.9957897663
-66.0793334,18.31107214,http://pbs.twimg.com/media/D7QPA-gX4AATTuB.jpg,2019-05-23 15:04:23.373412,0.9957897663
50.20268833,53.2215,http://pbs.twimg.com/media/D7ys5ePXYAI2Fol.jpg,2019-05-30 07:40:13.266868,0.98729527
139.77231819,35.70624816,http://pbs.twimg.com/media/D7GeWZQUwAMMR_A.jpg,2019-05-21 17:33:18.100151,0.9867306948
136.8252,35.103535,http://pbs.twimg.com/media/D8IRYiZXYAIn6je.jpg,2019-06-03 12:11:34.972450,0.9839724898
27.586759,53.906437,http://pbs.twimg.com/media/D74wAX-XsAAciSb.jpg,2019-05-31 11:51:27.850873,0.9831215143
137.04202333,35.10706,http://pbs.twimg.com/media/D66SzoiUwAAie8J.jpg,2019-05-19 08:47:27.716996,0.9825514555
130.50320365,33.63252439,http://pbs.twimg.com/media/D8A_DzGW4AAOeNc.jpg,2019-06-02 02:14:11.177494,0.9814395905
139.4194273,35.77059347,http://pbs.twimg.com/media/D8i156YXkAEiLS1.jpg,2019-06-08 16:01:16.990964,0.9808808565
139.77226055,35.68097626,http://pbs.twimg.com/media/D8HDpGAWwAEIdBv.jpg,2019-06-03 06:31:55.483178,0.9785959125
27.446086,53.923644,http://pbs.twimg.com/media/D7PBu07XoAAtazY.jpg,2019-05-23 09:24:51.222391,0.9783290029
-96.9636299,32.8237096,http://pbs.twimg.com/media/D7ICE5AW0AID3U5.jpg,2019-05-22 00:49:02.368046,0.9769409299
39.8844708,57.6260744,http://pbs.twimg.com/media/D7MJkI8XoAAV5JB.jpg,2019-05-22 20:00:12.532958,0.9763739705
139.72008338,35.72528264,http://pbs.twimg.com/media/D6aCGtPX4AA_uoR.jpg,2019-05-13 02:26:36.563296,0.9759177566
123.056596,0.5535382,http://pbs.twimg.com/media/D6xfhV5VUAEUjTS.jpg,2019-05-17 15:46:30.997477,0.9751926064
-83.348685,42.238797,http://pbs.twimg.com/media/D7JHyO1XoAAdNH3.jpg,2019-05-22 05:53:34.217488,0.9728167057
115.16667107,-8.74410044,http://pbs.twimg.com/media/D8lFpOPXoAAo1rI.jpg,2019-06-09 02:29:16.927421,0.9723182917
-71.0172077,42.382451,http://pbs.twimg.com/media/D8lJgxFWwAUHiNn.jpg,2019-06-09 02:46:12.963847,0.97156775
-6.25972355,53.35325943,http://pbs.twimg.com/media/D6_yttYXkAAMxLz.jpg,2019-05-20 10:24:58.654421,0.9711810946
139.77147515,35.69929631,http://pbs.twimg.com/media/D782DcKXkAEjAN6.jpg,2019-06-01 06:56:21.427725,0.9704605937
55.27766705,25.19812155,http://pbs.twimg.com/media/D7Z2K-SUIAEaY4q.jpg,2019-05-25 11:50:10.785713,0.9691861868
144.5505157,43.8062519,http://pbs.twimg.com/media/D78d0JhVUAA7r5k.jpg,2019-06-01 05:10:41.830072,0.9691437483
135.68030522,34.88931622,http://pbs.twimg.com/media/D7LAN5GX4AEmgGE.jpg,2019-05-22 14:39:44.638197,0.9690103531
139.70159039,35.69389157,http://pbs.twimg.com/media/D7KZ8mXXkAAvBD-.jpg,2019-05-22 11:52:32.665246,0.969009161
114.1592107,22.28520104,http://pbs.twimg.com/media/D7JXRxDXkAEGK0l.jpg,2019-05-22 07:01:15.503431,0.9689293504
-90.16704544,29.95951489,http://pbs.twimg.com/media/D7LFncxXoAMlq-9.jpg,2019-05-22 15:03:24.666659,0.9682213068
138.98944221,36.34331473,http://pbs.twimg.com/media/D7U4DPXXsAA_9nC.jpg,2019-05-24 12:40:16.347703,0.9677811265
139.48319963,35.91315035,http://pbs.twimg.com/media/D7-BCEnXoAEHX6B.jpg,2019-06-01 12:23:56.782510,0.9676995277
139.40388489,35.64222717,http://pbs.twimg.com/media/D6-z0mMWkAAq4u8.jpg,2019-05-20 05:50:08.771003,0.9676728249
139.72921928,35.73100943,http://pbs.twimg.com/media/D8wPprXW4AAkPsy.jpg,2019-06-11 06:28:49.704778,0.9670743942
-67.6056385,10.2607615,http://pbs.twimg.com/media/D6u1GpGVUAEeSOA.jpg,2019-05-17 04:09:54.513649,0.9669908881
-2.2355327,51.8657074,http://pbs.twimg.com/media/D7BbWUkW0AAHHHU.jpg,2019-05-20 18:02:05.290825,0.9664545059
125.1349861,8.150625,http://pbs.twimg.com/media/D7KhT_qVsAADbiS.jpg,2019-05-22 12:24:47.862642,0.9663950801
-73.4487744,40.7474911,http://pbs.twimg.com/media/D673yzSXoAErfiz.jpg,2019-05-19 16:08:40.335229,0.9661702514
-87.79829,41.95102,http://pbs.twimg.com/media/D8gg4s2XsAI3vha.jpg,2019-06-08 05:10:12.229829,0.9659339786
137.62052917,34.84742737,http://pbs.twimg.com/media/D8g-sTcXoAA0Kxw.jpg,2019-06-08 07:20:25.706497,0.9652967453
17.128178,48.856849,http://pbs.twimg.com/media/D6hZvCEXkAA2ajQ.jpg,2019-05-14 12:47:11.262132,0.964768827
107.38950075,-6.38511962,http://pbs.twimg.com/media/D8hVhUiV4AEfzgX.jpg,2019-06-08 09:00:11.281249,0.9630191922
136.88272999,35.17115304,http://pbs.twimg.com/media/D7i7oQFXkAInSkZ.jpg,2019-05-27 06:10:35.230895,0.9628335238
-72.1046518,-36.6063046,http://pbs.twimg.com/media/D8d9s4gW4AAaX6b.jpg,2019-06-07 17:17:18.600123,0.9626643658
139.773835,35.708662,http://pbs.twimg.com/media/D8B_eIuXUAAZlH7.jpg,2019-06-02 06:55:36.162305,0.9624356627
140.01428804,35.83395691,http://pbs.twimg.com/media/D78nP2-XYAIeVSg.jpg,2019-06-01 05:51:40.034495,0.9621936083
139.77813925,35.71161668,http://pbs.twimg.com/media/D661-SoXoAA53TH.jpg,2019-05-19 11:21:04.116342,0.9617953897
103.08043111,5.39060772,http://pbs.twimg.com/media/D796JhyW4AA9Fqs.jpg,2019-06-01 11:53:52.383900,0.9607185125
136.862282,35.4588163,http://pbs.twimg.com/media/D68Hvv3UcAU57OP.jpg,2019-05-19 17:18:25.575757,0.9604683518
23.76031369,61.49802197,http://pbs.twimg.com/media/D622j3kXkAAM8Vg.jpg,2019-05-18 16:45:10.042772,0.959931016
13.45464706,52.49963435,http://pbs.twimg.com/media/D6wP_Y8WsAAeF1C.jpg,2019-05-17 09:58:54.686604,0.9594337344
139.754849,35.893533,http://pbs.twimg.com/media/D6_UiyPXoAAJw_1.jpg,2019-05-20 08:13:06.531305,0.9592611194
140.550384,39.20432459,http://pbs.twimg.com/media/D7YkDibXoAAdWLJ.jpg,2019-05-25 05:51:23.511790,0.9590725899
46.57061935,24.74820106,http://pbs.twimg.com/media/D84z8iCWkAABYsp.jpg,2019-06-12 22:24:22.556097,0.9589682817
139.261701,35.553984,http://pbs.twimg.com/media/D8CYLdMXUAEO7Xt.jpg,2019-06-02 08:43:33.167344,0.958946228
147.154581,-9.4794997,http://pbs.twimg.com/media/D8qYcW1UcAAHWn3.jpg,2019-06-10 03:09:38.904318,0.9586786032
135.47639263,34.74481705,http://pbs.twimg.com/media/D7ukOqaWsAAySQ0.jpg,2019-05-29 12:23:47.883065,0.9585751891
138.38202354,34.97345712,http://pbs.twimg.com/media/D6aeG-lW4AAiaHb.jpg,2019-05-13 04:28:57.316729,0.9578408599
139.29659843,35.70796202,http://pbs.twimg.com/media/D8SLAHMXYAIG5iP.jpg,2019-06-05 10:19:54.452031,0.9577394724
-47.890926,-22.008708,http://pbs.twimg.com/media/D7lsCwaX4AA06jB.jpg,2019-05-27 19:01:21.589486,0.9577338099
3.4055517,6.4481591,http://pbs.twimg.com/media/D67sZ6DWkAEw2ra.jpg,2019-05-19 15:23:52.114152,0.9570382833
-1.2328819,51.7248487,http://pbs.twimg.com/media/D6yBIK9X4AAI-yG.jpg,2019-05-17 18:13:12.995261,0.9566574097
9.944528,11.6628613,http://pbs.twimg.com/media/D8UqVOIU0AACqMi.jpg,2019-06-05 21:56:05.378967,0.9565014243
138.46657862,36.27683588,http://pbs.twimg.com/media/D6vWOeHWkAArN3H.jpg,2019-05-17 05:46:32.350582,0.9564068913
55.27766705,25.19812155,http://pbs.twimg.com/media/D7HbF0NU8AAV9Az.jpg,2019-05-21 21:58:40.589581,0.9563705325
27.50369256,40.992023,http://pbs.twimg.com/media/D7FD-SzXsAAI_wu.jpg,2019-05-21 10:58:26.424872,0.9560325146
-0.0395646,51.4952562,http://pbs.twimg.com/media/D6c8TulWwAIGbWk.jpg,2019-05-13 16:00:07.905143,0.9560109377
140.20578875,35.93243254,http://pbs.twimg.com/media/D7EZFirWwAE85tw.jpg,2019-05-21 07:51:03.510228,0.9546916485
-100.355436,20.631001,http://pbs.twimg.com/media/D8fzAjpWsAAI1H2.jpg,2019-06-08 01:49:45.659663,0.9545883536
-73.85043,40.85577,http://pbs.twimg.com/media/D7qc4s5WkAE-Dvo.jpg,2019-05-28 17:13:14.086529,0.9545040131
139.67792169,35.50729638,http://pbs.twimg.com/media/D8f-l8IXUAAlnth.jpg,2019-06-08 02:40:22.260739,0.9544373155
